SSGFID,SSGBIM Name,Fetch Product Link,SMS Product Name,SMS Product Link
32d64971-8c88-429a-8e2a-0a0114b634bf,SSG_Carousel_Vertical_Bulk_Large_PCS,https://fetchbim.com/catalog/product/view/id/3325,,
c1086d4d-6f5d-4898-922d-03ca1e460261,SSG_Carousel_Vertical_Bulk_Medium_Narrow_PCS,https://fetchbim.com/catalog/product/view/id/3339,,
3a8ba499-a875-470b-82c7-3ad05a6fbbdd,SSG_Carousel_Vertical_Bulk_Medium_PCS,https://fetchbim.com/catalog/product/view/id/3327,,
220852fe-d6d7-4bc0-ae30-5b0b18cfe711,SSG_Carousel_Vertical_Bulk_Small_Narrow_PCS,https://fetchbim.com/catalog/product/view/id/3341,,
4864c0b6-cb3f-4a58-bfdd-7682668e0d7f,SSG_Carousel_Vertical_Bulk_Small_PCS,https://fetchbim.com/catalog/product/view/id/3328,,
54018488-5a8b-4cc6-9f5b-785342ce70c7,SSG_Carousel_Vertical_File_PCS,https://fetchbim.com/catalog/product/view/id/3265,,
b755740f-ecfd-47ef-9d93-794b1e77db09,SSG_Carousel_Vertical_Pathology_Blood_Slides_PCS,https://fetchbim.com/catalog/product/view/id/3282,"FOLD DOWN WALL MOUNTED SEATING, (WALL MOUNTED) (19.75"" W X 4"" D X 38"" H), #SMS-38-JS-WMS-W",https://www.storemorestore.com/fold-down-wall-mounted-seat-p/sms-38-js-wms-w.htm
e33577db-af4a-428c-97ae-c30c57538a41,SSG_Chair_Cantilever_Angled_PLY,https://fetchbim.com/catalog/product/view/id/3023,"HOSPITAL MURPHY CHAIRS WITH BLEACH CLEANABLE FABRIC (FLOOR MOUNTED), (19.75"" W X 4.75"" D X 36.75"" H), #SMS-38-BF-JUM9001-B",https://www.storemorestore.com/hospital-murphy-chairs-bleach-cleanable-fabric-p/sms-38-bf-jum9001-b.htm
851c46de-c601-4a06-a8e5-be7147fb5098,SSG_Chair_Cantilever_Floor_Mounted_PLY,https://fetchbim.com/catalog/product/view/id/3024,"HINGED SEATS FOR MEDICAL FACILITIES (SLANTED FIXED BASE), (19.75"" W X 9"" D X 36.25"" H), #SMS-38-BF-JUM01-B",https://www.storemorestore.com/hinged-seats-medical-facilities-p/sms-38-bf-jum01-b.htm
c9ee591d-e201-49b3-a9e6-30a560b2fa2f,SSG_Chair_Cantilever_Wall_Mounted_PLY,https://fetchbim.com/catalog/product/view/id/3025,"HEALTHCARE FOLDAWAY WALL CHAIRS (WALL MOUNTED) (19.75"" W X 4"" D X 38"" H), #SMS-38-BF-JUMW01-B",https://www.storemorestore.com/healthcare-foldaway-wall-chairs-seats-p/sms-38-bf-jumw01-b.htm
64510c56-5a38-42b9-97f7-31ba91115349,SSG_Console_Cabinet_Basic_LAM,https://fetchbim.com/catalog/product/view/id/2802,"MAIL CENTER WORKBENCH (30""W X 24-3/4""D X 30""H), #SMS-90-CT302430",https://www.storemorestore.com/Mail-Center-Workbench-SMS-90-CT302430-p/sms-90-ct302430.htm
5be9fccd-6b23-48b2-8455-8c426117155c,SSG_Console_Cabinet_Full_Shelf_LAM,https://fetchbim.com/catalog/product/view/id/2800,"MAIL CENTER ADJUSTABLE WORKSTATION WITH LOWER SHELF (36-7/16""W X 24-3/4""D X 30""H), #SMS-90-CS362430A",https://www.storemorestore.com/product-p/sms-90-cs362430a.htm
7ecec5aa-9e48-498d-817e-a5f6644126dc,SSG_Console_Cabinet_Half_Shelf_LAM,https://fetchbim.com/catalog/product/view/id/2801,"SORTING TABLE WITH HALF SHELF (24-3/4""W X 36-7/16""D X 42""H), #SMS-90-CH243642B",https://www.storemorestore.com/Sorting-Table-With-Half-Shelf-SMS-90-CH243642B-p/sms-90-ch243642b.htm
2a7dbb6a-6166-4a99-89a5-3d9f686961ab,SSG_Console_Cabinet_Sliding_Doors,https://fetchbim.com/catalog/product/view/id/2799,"MAIL SERVICES EQUIPMENT CONSOLES WITH SLIDING DOORS (71-1/2""W X 36-7/16""D X 42""H), #SMS-90-CC843642",https://www.storemorestore.com/product-p/sms-90-cc843642.htm
f53ee946-0440-4204-ad3e-4f9cc37c97fc,SSG_Console_Caster_RUB,https://fetchbim.com/catalog/product/view/id/3279,"5"" DIAMETER, 1-1/4"" WHEEL FACE, SWIVEL, EAGLEBRITE® ZINC CASTER WITH RESILIENT TREAD. 250 WEIGHT CAPACITY, #SMS-69-CPS5-250",https://www.storemorestore.com/eagle-catalog-part-CPS5-250-p/sms-69-cps5-250.htm
0f0e17aa-dfc1-4f3a-8391-3557f72f6f49,SSG_Console_Dump_Rim_PLA,https://fetchbim.com/catalog/product/view/id/3278,,
776fd1e2-86a8-4aef-ad48-6c3cb8dea2b0,SSG_Console_Shelf_Intermediate_LAM,https://fetchbim.com/catalog/product/view/id/3280,,
be027857-2483-4725-ba07-0b7158312711,SSG_Countertop_Lab_MUL,https://fetchbim.com/catalog/product/view/id/3022,,
fdf28555-9332-40e0-851f-7aff58c035a6,SSG_Countertop_LAM,https://fetchbim.com/catalog/product/view/id/2746,,
2b2afbe2-80e9-4a92-ae35-1348ece496c1,SSG_Countertop_Splash_Lab_MUL,https://fetchbim.com/catalog/product/view/id/3275,,
ca773a2b-d44a-415b-800c-da62de932db0,SSG_Countertop_Splash_LAM,https://fetchbim.com/catalog/product/view/id/3284,,
d8688984-7466-4745-8b6c-0f1b70e2347c,SSG_Countertop_Splash_SST,https://fetchbim.com/catalog/product/view/id/3037,,
f88acd68-2919-43d1-9824-09d961291960,SSG_Countertop_SST,https://fetchbim.com/catalog/product/view/id/3038,,
148bdba7-0afc-41fb-9f30-14ff642fdc48,SSG_Drain_Cup_Strainer_SST,https://fetchbim.com/catalog/product/view/id/3276,,
e8f69bd1-2cb0-4d4e-b1e5-4b61f6cd1dcb,SSG_Drawer_Flat_File_PCS,https://fetchbim.com/catalog/product/view/id/3271,,
fab01d90-5643-47f5-b96e-41837d4d49f9,SSG_Drawer_Pencil_LAM,https://fetchbim.com/catalog/product/view/id/2759,,
86f1fbba-6b04-4b56-afbf-c0263212cdf0,SSG_Executive_Cabinet_Lateral_File_LAM,https://fetchbim.com/catalog/product/view/id/3320,,
135037f9-0f98-4405-a2b0-c036e4aee9e8,SSG_Executive_Console_Bottom_Shelf_LAM,https://fetchbim.com/catalog/product/view/id/3317,,
f702ab9e-d089-4a4a-9bf3-481a024534b0,SSG_Executive_Console_Desk_LAM,https://fetchbim.com/catalog/product/view/id/3314,,
fa606f67-6cf5-465c-b94e-bb651639f56d,SSG_Executive_Console_Transaction_LAM,https://fetchbim.com/catalog/product/view/id/3319,,
4a955667-b937-4614-8d35-a8ed79fb506e,SSG_Executive_Corner_Console_LAM,https://fetchbim.com/catalog/product/view/id/3316,,
8d316fd5-fe14-497a-8c75-89bc7cec7e57,SSG_Executive_Credenza_Mail_Slot_LAM,https://fetchbim.com/catalog/product/view/id/3315,,
0758d2e1-92bd-46c8-9fb7-effaaae9ce6f,SSG_Executive_Overhead_Storage_LAM,https://fetchbim.com/catalog/product/view/id/3318,,
89bfb6dd-e07a-415d-8c04-cf8b6b533659,SSG_Eyewash_Deck_Mounted_Swivel_CPB,https://fetchbim.com/catalog/product/view/id/3231,,
dde6f30c-ff93-4db1-b785-6eb47340518b,SSG_Faucet_Lab_Deck_Mounted_CPB,https://fetchbim.com/catalog/product/view/id/2792,,
15e9a252-a48a-40cd-ab87-4c150aa7aaf2,SSG_Filler_Base_Corner_LAM,https://fetchbim.com/catalog/product/view/id/2741,,
f669a9e6-a4f6-43d1-ba77-477a8a5a3ec7,SSG_Filler_Base_LAM,https://fetchbim.com/catalog/product/view/id/2742,,
7c3375a8-f3d4-4766-a608-da27d811f6e1,SSG_Filler_Storage_LAM,https://fetchbim.com/catalog/product/view/id/2745,,
c69cba61-29dc-4fe4-8860-f9e10e64f1dc,SSG_Filler_Wall_Corner_LAM,https://fetchbim.com/catalog/product/view/id/2743,,
ddfca865-457c-4a21-af1c-8e141fade258,SSG_Filler_Wall_LAM,https://fetchbim.com/catalog/product/view/id/2744,,
2237c855-6704-4ab0-ab89-2a0c2f65db2b,SSG_Flammable_Liquid_Storage_PCS,https://fetchbim.com/catalog/product/view/id/3331,"VENTILATED CHEMICAL STORAGE CABINETS (1' 11""W X 1' 6""D X 3' 9-3/8""H), #SMS-43-1016S-50",https://www.storemorestore.com/Ventilated-Chemical-Storage-Cabinet-Self-Closing-p/sms-43-1016s-50.htm
de540382-8269-4162-a1ca-425ce1638228,SSG_Grommet_Mail_Slot_PLA,https://fetchbim.com/catalog/product/view/id/2770,,
5fd82f3c-402b-442d-a8a7-555b85082bd0,SSG_Grommet_Retractable_Power_PLA,https://fetchbim.com/catalog/product/view/id/3015,,
bac974a0-29c6-468f-9e7f-48bf5a1b3b32,SSG_Grommet_Round_PLA,https://fetchbim.com/catalog/product/view/id/2769,,
76b73def-e7ba-449e-853e-f964f4d14c61,SSG_Lift_Bed_Front_Load_PCS,https://fetchbim.com/catalog/product/view/id/2793,"HIGH CAPACITY HOSPITAL BED STORAGE RACKS, 3 BED LIFT (52-1/2"" WIDE X 119-1/2"" DEEP X 95-1/2"" HIGH), #SMS-40-BEDLIFT3",https://www.storemorestore.com/High-Capacity-Hospital-Bed-Storage-Racks-Bedlifts-p/sms-40-bedlift3.htm
31850a5d-cd87-43c0-8a39-4ab8f2c9d692,SSG_Lift_Bed_Side_Load_PCS,https://fetchbim.com/catalog/product/view/id/2794,"TYPE ""A"" LETTER SIZE FILE SHELVING DIVIDER STEEL BOOKENDS (50 PER BOX), #SMS-24-ALTR-50 AURORA",https://www.storemorestore.com/Steel-File-Dividers-file-folder-supports-p/sms-24-altr-50.htm
24e00154-8ef5-4047-a4eb-388fda6d4066,SSG_Lock_Battery_Basic_RFID_Keypad,https://fetchbim.com/catalog/product/view/id/3064,,
af73517e-04b0-4588-83ae-2579e360f772,SSG_Lock_Battery_Low_Profile_RFID_Keypad,https://fetchbim.com/catalog/product/view/id/3063,,
25a1eb88-626d-4cf5-820b-5d1414d873b9,SSG_Lock_Battery_RFID_Keypad,https://fetchbim.com/catalog/product/view/id/3060,,
c0590212-f1cb-4d18-b06f-6ebf7e584526,SSG_Lock_Battery_Smart_RFID,https://fetchbim.com/catalog/product/view/id/3065,,
64119ff3-8da5-4f18-9d46-c9f7d0efa9b3,SSG_Lock_Battery_Smart_Touch,https://fetchbim.com/catalog/product/view/id/3066,,
41c4a1ce-2da7-4024-8593-873f33b51d22,SSG_Lock_Battery_Vertical_RFID_Keypad,https://fetchbim.com/catalog/product/view/id/3061,,
d065e551-bc43-40c0-be5b-db7133dd22ec,SSG_Lock_Keyless_Digital_MUL,https://fetchbim.com/catalog/product/view/id/3285,,
85b915b8-5f85-4543-b718-a6e1aab880c7,SSG_Lock_Mechanical_Combination_SN,https://fetchbim.com/catalog/product/view/id/3266,,
cb721ad8-3f61-48a9-a81f-a54779436480,SSG_Lock_Mechanical_Dial,https://fetchbim.com/catalog/product/view/id/3062,,
c68659c6-1b77-479d-944f-bc308fc1dd34,SSG_Locker_Athletic_LAM,https://fetchbim.com/catalog/product/view/id/3163,"BASEBALL LOCKERS (2'W X 2'D X7'H), #SMS-39-RLBL242484-1SB",https://www.storemorestore.com/Baseball-Locker-Room-Storage-Game-Day-Hanging-p/sms-39-rlbl242484-1sb.htm
c39aaa72-0f7f-43e9-b754-4e1ed4c94220,SSG_Locker_Duffel_PCS,https://fetchbim.com/catalog/product/view/id/3323,"EMT BACKPACK LOCKERS (2' W X 2' D X 6' H), #SMS-65-6KF3A2472",https://www.storemorestore.com/EMT-Backpack-Lockers-Gear-Storage-Cabinets-p/sms-65-6kf3a2472.htm
8cfb47d2-0e01-4fe8-a0e8-661e67f2fe2a,SSG_Locker_Evidence_Combo_PCS,https://fetchbim.com/catalog/product/view/id/3174,,
1e136a7d-aac1-47ef-b4e4-324c54514e3a,SSG_Locker_Evidence_Digital_Controller_PCS,https://fetchbim.com/catalog/product/view/id/3321,,
75861d37-2e08-42b0-86f6-fb9aaad3a017,SSG_Locker_Evidence_Misc_PCS,https://fetchbim.com/catalog/product/view/id/3173,,
3a118c4c-3753-47d4-90f3-53046998fe6b,SSG_Locker_Evidence_One-Column_PCS,https://fetchbim.com/catalog/product/view/id/3184,,
377b0832-33a9-43d7-87bd-ef278b9c4360,SSG_Locker_Evidence_Refrigerated_Half-Size_SST,https://fetchbim.com/catalog/product/view/id/3180,,
3fb9b391-ae82-4556-92b6-0f13255c9e55,SSG_Locker_Evidence_Refrigerated_SST,https://fetchbim.com/catalog/product/view/id/3170,,
628cc8e1-e8ef-407a-aa74-eb1b81778b83,SSG_Locker_Evidence_Three-Column_PCS,https://fetchbim.com/catalog/product/view/id/3169,,
d3520d7f-2fa6-40fa-ae35-939a3bbf2806,SSG_Locker_Evidence_Trim_PCS,https://fetchbim.com/catalog/product/view/id/3311,,
e992a23d-684c-4fe5-8e2d-b8ea952b7b8f,SSG_Locker_Evidence_Two-Column_5-Door_PCS,https://fetchbim.com/catalog/product/view/id/3168,,
e959ede2-9bb5-4d3e-9505-b5193a9b778d,SSG_Locker_Evidence_Two-Column_7-Door_PCS,https://fetchbim.com/catalog/product/view/id/3167,,
4740cdb8-a945-4e87-b6ff-1dcb70904309,SSG_Locker_Evidence_Two-Column_Many_Doors_PCS,https://fetchbim.com/catalog/product/view/id/3166,,
c94b5b14-5fad-4aff-bc15-a1141c809f14,SSG_Locker_Evidence_Two-Column_Narrow_PCS,https://fetchbim.com/catalog/product/view/id/3165,,
8ca713b2-1dce-45de-91c5-60b0b4baa62b,SSG_Locker_Gear_Fast-Response_PCS,https://fetchbim.com/catalog/product/view/id/3159,"TURNOUT GEAR RACK WITH SECURITY COMPARTMENT (WALL MOUNTED 24.75"" W X 22"" D X 84"" H), #SMS-39-TGBN42(84)-1C-G-RR-HT",https://www.storemorestore.com/turnout-gear-racks-firefighter-lockers-p/sms-39-tgbn42(84)-1c-g-rr-ht.htm
ecf57bc5-9095-4eed-9c26-d2a0d95a97d3,SSG_Locker_Gear_Military_Wire_PWR,https://fetchbim.com/catalog/product/view/id/3153,"WELDED WIRE MESH STORAGE LOCKER (2'W X 2'D X 6' 6""H), #SMS-87A-HSL1-2D-2424",https://www.storemorestore.com/Welded-Wire-Mesh-Storage-Locker-Two-Compartments-p/sms-87a-hsl1-2d-2424.htm
26af4ed7-1a96-4c68-a684-95521f3ed2a5,SSG_Locker_Gun_Bifold_PCS,,,
5028373e-0378-4a04-a6f5-7921948e9159,SSG_Locker_Gun_Freestanding_PCS,https://fetchbim.com/catalog/product/view/id/3322,"THIRTEEN COMPARTMENT HANDGUN AND LONG GUN LOCKER WITH COMBINATION LOCKS, 34"" WIDE X 12"" DEEP X 74"" HIGH, #SMS-72-EDSG85C",https://www.storemorestore.com/product-p/sms-72-edsg85c.htm
f6a5adeb-9c38-4bc6-998c-d20a3cf8295c,SSG_Locker_Gun_Wall_Mounted_PCS,https://fetchbim.com/catalog/product/view/id/2808,"SLIM OVERHEAD STAINLESS CABINET (1' 6""W X 1' 4""D X 3'H), #SMS-88-SSC-WCGHHST-1618",https://www.storemorestore.com/slim-overhead-stainless-cabinet-narrow-wall-steel-p/sms-88-ssc-wcghhst-1618.htm
771a39c5-aa58-4ad0-afea-6c340761cfae,SSG_Locker_Instrument_Combo_LAM,https://fetchbim.com/catalog/product/view/id/3149,"TROMBONE & EUPHONIUM STORAGE SHELVES (2' 3""W X 3' 4-3/4""D X 6' 11-5/8""H), #SMS-52-I4250-844227",https://www.storemorestore.com/Trombone-Euphonium-Storage-Shelves-Band-Equipment-p/sms-52-i4250-844227.htm
2d230a4f-fa50-43da-be62-90155ee41de3,SSG_Locker_Instrument_Large_LAM,https://fetchbim.com/catalog/product/view/id/3148,"MELLOPHONIUM & HORN STORAGE SHELVES (2' 3""W X 3' 4-3/4""D X 6' 11-5/8""H), #SMS-52-I4400-844227",https://www.storemorestore.com/Mellophonium-Horn-Storage-Shelves-Band-Instruments-p/sms-52-i4400-844227.htm
702587c1-f6e8-4e8e-9865-3c62a6bd9c0a,SSG_Locker_Instrument_Small_LAM,https://fetchbim.com/catalog/product/view/id/3147,"VIOLIN & BASSOON STORAGE SHELVES (1' 6-1/4""W X 3' 4-3/4""D X 6' 11-5/8""H), #SMS-52-I4160-844218",https://www.storemorestore.com/Violin-Bassoon-Storage-Shelves-Band-Instruments-p/sms-52-i4160-844218.htm
5cc51853-da3f-4290-b961-258a1b3be57a,SSG_Locker_Instrument_Specialty_LAM,https://fetchbim.com/catalog/product/view/id/3150,"DRUM & SOUSAPHONE GRILL DOOR CABINETS (4'W X 3' 4-3/4""D X 6' 11-5/8""H), #SMS-52-I6500-844248",https://www.storemorestore.com/Drum-Sousaphone-Grill-Door-Cabinets-Storage-Racks-p/sms-52-i6500-844248.htm
cafcfffb-544a-4d42-b065-d29e20e97732,SSG_Locker_Instrument_Universal_LAM,https://fetchbim.com/catalog/product/view/id/3151,"MELLOPHONIUM & HORN GRILL DOOR CABINETS (2' 3""W X 3' 4-3/4""D X 6' 11-5/8""H), #SMS-52-I6400-844227",https://www.storemorestore.com/Mellophonium-Horn-Grill-Door-Cabinets-Storage-p/sms-52-i6400-844227.htm
53774e7c-2128-4ee5-bcd5-0ad3c3c085cd,SSG_Locker_Multi_Door_LAM,https://fetchbim.com/catalog/product/view/id/3203,"EMPLOYEE LAMINATE PURSE LOCKERS (1' 3""W X 1' 6""D X 6'H), #SMS-90-MCLE-151868",https://www.storemorestore.com/Employee-Laminate-Purse-Lockers-Locking-Systems-p/sms-90-mcle-151868.htm
6b20b14b-23cb-4f24-83f0-463b27165c98,SSG_Locker_Personal_Storage_PCS,https://fetchbim.com/catalog/product/view/id/2776,"POLICE UNIFORM LOCKER WITH BENCH (3'W X 3'D X 6'H), #SMS-120-TL1-362472-13000",https://www.storemorestore.com/police-uniform-locker-bench-law-enforcement-p/sms-120-tl1-362472-13000.htm
916282bf-a252-49dd-93ba-ebfeaa0b9d68,SSG_Locker_Personal_Storage_Tiered_PCS,https://fetchbim.com/catalog/product/view/id/2777,,
17d5ab6b-d071-4798-945c-acf7f53841b6,SSG_Locker_Single_Double_LAM,https://fetchbim.com/catalog/product/view/id/3198,"PLASTIC LAMINATED WARDROBE LOCKERS (1'W X 1' 8""D X 6' 4""H), #SMS-90-MCLA-122072",https://www.storemorestore.com/Plastic-Laminated-Wardrobe-Lockers-p/sms-90-mcla-122072.htm
ebc08da3-9166-48ca-afb4-3fc5e5521f05,SSG_Locker_Smart_Parcel_LAM,https://fetchbim.com/catalog/product/view/id/2760,"APARTMENT PACKAGE LOCKERS (2' 11-7/16""W X 1' 7-5/8""D X 6' 5-1/2""H), #SMS-08-PKG1",https://www.storemorestore.com/Apartment-Package-Lockers-Resident-Parcel-Pick-up-p/sms-08-pkg1.htm
8f60b4aa-039d-48ec-a2fe-4243025f60ea,SSG_Locker_Standalone_Wire_PWR,https://fetchbim.com/catalog/product/view/id/3155,"WIRE RESIDENTIAL STORAGE CAGES (4'W X 4'D X 7' 6""H), #SMS-41-ST144-FW",https://www.storemorestore.com/Wire-Residential-Storage-Cages-Apartment-Lockers-p/sms-41-st144-fw.htm
ebf9df49-7360-496c-ad94-b58ff66517dc,SSG_Locker_Tiered_Free-Standing_SST,https://fetchbim.com/catalog/product/view/id/3157,"PREASSEMBLED LOCKERS (1' W X 1' D X 6' 6"" H), #SMS-39-URB1228-1A",https://www.storemorestore.com/Preassembled-Lockers-Metal-Single-Door-12x12x78-p/sms-39-urb1228-1a.htm
